title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
MAANGE 20支装眼部及面部化妆刷 B083,香槟金,19.56,https://cf.shopee.com.my/file/6334c1a8127ea0fb0f56f6cc05ca9c38,http://shopee.com.my/product/3902973/7515653108,美容工具,化妆配件,IVCN202603263622,13251918498,https://detail.1688.com/offer/717525291656.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,7515653108,19.56,高价品,,化妆刷
MAANGE 20支装眼部及面部化妆刷 B083,黑银,20.65,https://cf.shopee.com.my/file/8f5a2523fb7399835c92e1f0ec4ae288,http://shopee.com.my/product/3902973/7515653108,美容工具,化妆配件,IVCN202603263622,13251918499,https://detail.1688.com/offer/717525291656.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,7515653108,20.65,高价品,,化妆刷
LJcosmeticshop 10对 5D 水貂毛假睫毛,5D-2,1.57,https://cf.shopee.ph/file/0ce330abb8b379ea19cbdd0741701bd8,http://shopee.ph/product/2912466/3316618981,美容工具,化妆配件,IVCN2026032516306,13441376302,https://detail.1688.com/offer/580100915411.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,3316618981,1.57,中价品,,假睫毛
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,13毫米，3个月,34.82,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvv2psu7l9ce,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236746,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,倒算价,3月30日,3919321960,34.82,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,22毫米，3个月,36.34,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvvjvzpka5b3,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236755,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,倒算价,3月30日,3919321960,36.34,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,25毫米，3个月,37.32,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvvnv5w233a6,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236758,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,倒算价,3月30日,3919321960,37.32,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,25毫米，6个月,39,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvvnv5w233a6,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236759,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,1688三档价,3月30日,3919321960,39,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,28毫米，3个月,22.32,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvvspys8vha2,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236761,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,倒算价,3月30日,3919321960,22.32,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,28毫米，12个月,17.21,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvvspys8vha2,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236763,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,倒算价,3月30日,3919321960,17.21,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,32毫米，3个月,32.28,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvw0064jv358,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236764,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,倒算价,3月30日,3919321960,32.28,高价品,,美发造型工具
Koremi 韩国卷发棒，360度旋转卷筒，可打造大小不一的卷发。专业沙龙级品质，12个月质保。,32毫米，12个月,39,https://cf.shopee.vn/file/vn-11134207-7ras8-m0nvw0064jv358,http://shopee.vn/product/181050769/3919321960,美容工具,美发工具,IVCN2026032516309,14364236766,https://detail.1688.com/offer/712841496290.html?spm=a26352.b28411319.offerlist.26.23691e62YTTLHb&version=0,1688三档价,3月30日,3919321960,39,高价品,,美发造型工具
【50厘米高】专业化妆箱 - 多隔层 - 多层 - 坚固耐用 【12个月保修】,高度 50 厘米：黑色,131.27,https://cf.shopee.vn/file/vn-11134207-7qukw-lhaec88zbqyaf1,http://shopee.vn/product/9574135/7607447001,美容工具,化妆配件,IVCN202603302633,14530426870,https://detail.1688.com/offer/807330528141.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,7607447001,131.27,高价品,,化妆包和收纳盒
360度旋转卷发器（韩国918型） - 含1个梳子和2个夹子,Phi 28,24.54,https://cf.shopee.vn/file/e179de81ef8e74fddacceff8996671f6,http://shopee.vn/product/52269707/7620170466,美容工具,美发工具,IVCN2026032516318,14755871496,https://detail.1688.com/offer/808098984047.html?spm=a26352.b28411319.offerlist.5.56b71e62cAdtoG,倒算价,3月30日,7620170466,24.54,高价品,,美发造型工具
睫毛胶水,白色大号,7.29,https://cf.shopee.ph/file/ph-11134207-23030-r4t7jyfoykovdd,http://shopee.ph/product/53604125/4720899841,美容工具,化妆配件,IVCN2026032516321,15067547567,https://detail.1688.com/offer/589600370292.html?spm=a26352.b28411319.offerlist.6.71d91e62mYPMus,1688三档价,3月30日,4720899841,7.29,高价品,,眼睑胶带和胶水
KOREMI 组合：传统卷发器（带 360 度旋转轴）、直发器、蓬松发根器和吹风机（2025 年新款）,32毫米，3个月保修,35,https://cf.shopee.vn/file/vn-11134207-7ras8-m1c87tvwoisc67,http://shopee.vn/product/181050769/4821689060,美容工具,美发工具,IVCN2026032516323,15200218826,https://detail.1688.com/offer/808098984047.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,4821689060,35,高价品,,美发造型工具
（三脚插头）Deliya 8020 专业强风沙龙吹风机，大容量轻便型,8020 烘干机 x 1 件,11.73,https://cf.shopee.com.my/file/my-11134207-7rash-mcg6edn29gx42b,http://shopee.com.my/product/237949801/6122196829,美容工具,美发工具,IVCN2026032516326,15281497951,https://detail.1688.com/offer/684784795979.html?spm=a26352.b28411319.offerlist.7.2e4c1e62ndOGpA,倒算价,3月30日,6122196829,11.73,高价品,,吹风机
（1型）日本1号不锈钢理发剪和打薄剪刀套装,黑色的,23.88,https://cf.shopee.vn/file/f4cd0f33aba2514f45bee5984150b098,http://shopee.vn/product/168240990/7024395555,美容工具,美发工具,IVCN202603302635,15622820423,https://detail.1688.com/offer/720743258872.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,7024395555,23.88,高价品,,无需加热的造型工具
超声波洁面仪 - 高级洁面设备,粉色洁面仪,9.5,https://cf.shopee.vn/file/9a839f7559d418e91211dd907ad2b78f,http://shopee.vn/product/29072484/7731686022,美容工具,面部护理工具,IVCN202603302637,16829880378,https://detail.1688.com/offer/744116037002.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,7731686022,9.5,高价品,,面部清洁工具
Koremi NA8868 三合一多功能直发器、夹子、压发器和卷发器（12 个月保修）,黑色，3个月,29.58,https://cf.shopee.vn/file/vn-11134207-7ras8-mbtlp5gn110q8e,http://shopee.vn/product/40120298/6004942625,美容工具,美发工具,IVCN2026032516328,18599494597,https://detail.1688.com/offer/706784043431.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,6004942625,29.58,高价品,,美发造型工具
MAANGE 化妆刷套装（20 件装）5748,香槟酒,14.73,https://cf.shopee.com.my/file/8b8f9d82799ff270e32f39ba3c930263,http://shopee.com.my/product/195266709/7906804467,美容工具,化妆配件,IVCN202603263618,18913673619,https://detail.1688.com/offer/717525291656.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,7906804467,14.73,高价品,,化妆刷
家用面部蒸脸器二合一洁面蒸脸机 - 220伏，欧标插头,蓝色的,19.3,https://cf.shopee.ph/file/9443c8128fcaa38365d4a24d5f675056,http://shopee.ph/product/88665742/7638131198,美容工具,面部护理工具,IVCN2026032516333,19693749224,https://detail.1688.com/offer/36422354637.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,7638131198,19.3,高价品,,面部蒸汽机
CkeyiN 宽板平板直发器，带液晶显示屏、智能锁、PTC 快速加热功能，专业负离子护理直发器 HS299,白色的,50.95,https://cf.shopee.com.my/file/cn-11134207-820l4-mjj8pdb14kxy2d,http://shopee.com.my/product/43706140/1536821467,美容工具,美发工具,IVCN2026032516335,21248745317,https://detail.1688.com/offer/556871424453.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=755003f5f92830086425e3c10dcd7121,倒算价,3月30日,1536821467,50.95,高价品,,美发造型工具
Brush & Co - Onyx Essential Kit - 新手友好型化妆刷套装,Brush & Co - Onyx Essential Kit - 新手友好型化妆刷套装,6.9,https://cf.shopee.com.my/file/my-11134207-7rasg-m6lbvnulr8gyee,http://shopee.com.my/product/42857484/5933156688,美容工具,化妆配件,IVCN202603263634,21317064744,https://detail.1688.com/offer/1002230404632.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,3月30日,5933156688,6.9,高价品,,化妆刷
Kat Von D 4件套化妆刷套装 (KVD) 粉底遮瑕定妆刷,Kat Von D 4件套化妆刷套装 (KVD) 粉底遮瑕定妆刷,15.35,https://cf.shopee.com.my/file/5cf1f7814cc646ce003ebfb74554b361,http://shopee.com.my/product/41883287/6648166568,美容工具,化妆配件,IVCN2026032516337,21642993433,https://detail.1688.com/offer/853284183006.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17660462012783103e0ef0&token=nqQKMKqMLZ3jnmnOJUw7qwspQDXkr6zmubM2m0%2FNtmJ%2BbYKlZB6CuWW9M9byHgRi,倒算价,3月30日,6648166568,15.35,高价品,,化妆刷
CQW 自动卷发棒 360°旋转恒速卷发器,CQW 自动卷发棒 360°旋转恒速卷发器,5.58,https://cf.shopee.ph/file/ph-11134207-7ra0p-mde2hnr9slwx0f,http://shopee.ph/product/173398722/3548463296,美容工具,美发工具,IVCN2026032516339,21655444633,https://detail.1688.com/offer/521670588796.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,3548463296,5.58,高价品,,美发造型工具
MUJI 山毛榉毛刷 混合刷毛,MUJI 山毛榉毛刷 混合刷毛,9,https://cf.shopee.com.my/file/my-11134207-820l4-metdcwyqf9j46c,http://shopee.com.my/product/285465705/7050898599,美容工具,美发工具,IVCN2026032516341,21803349468,https://detail.1688.com/offer/976611339323.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23down-my.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,7050898599,9,高价品,,刷子和梳子
FIFFY BABY 棉签双包装迷你棉签（100支 x 2 桶）（98-643）,FIFFY BABY 棉签双包装迷你棉签（100支 x 2 桶）（98-643）,2.24,https://cf.shopee.com.my/file/fc2053edb6f4be909fbba8b19fbbdac9,http://shopee.com.my/product/14177421/4133975534,美容工具,化妆配件,IVCN2026032516343,21951284293,https://detail.1688.com/offer/645702689813.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,4133975534,2.24,中价品,,棉垫和棉签
G&P 5500 专业离子沙龙吹风机 2200瓦,G&P吹风机,35.76,https://cf.shopee.com.my/file/sg-11134201-22110-ygbel2ljxgkvc5,http://shopee.com.my/product/29136525/4806124918,美容工具,美发工具,IVCN2026032516345,22657411623,https://detail.1688.com/offer/565045295133.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,4806124918,35.76,高价品,,吹风机
Kiss New York Instawave 直发器 - 粉色（自动卷发器）,Kiss New York Instawave 直发器 - 粉色（自动卷发器）,79,https://cf.shopee.ph/file/ph-11134207-7ra0q-md9rla9ec2ge41,http://shopee.ph/product/133300993/4836720376,美容工具,美发工具,IVCN202603302639,22839717707,https://detail.1688.com/offer/832694890071.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,4836720376,79,高价品,,美发造型工具
科美KM 332可调温直发器,科美KM 332可调温直发器,1.88,https://cf.shopee.vn/file/e0139f5190827127242e2ac17f335cec,http://shopee.vn/product/94086451/4614539806,美容工具,美发工具,IVCN2026032516347,22914519668,https://detail.1688.com/offer/827113057768.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,4614539806,1.88,高价品,,美发造型工具
瑞达多功能直发/卷发器，弧形刀片（5档温度调节）- 1型,瑞达多功能直发/卷发器，弧形刀片（5档温度调节）- 1型,10.89,https://cf.shopee.vn/file/7c644fcdcec3ddb7c4c12ef392362a6d,http://shopee.vn/product/60610683/1255616977,美容工具,美发工具,IVCN2026032516349,22918552347,https://detail.1688.com/offer/893650395491.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,1255616977,10.89,高价品,,美发造型工具
【OVW】大头山羊毛专业散粉化妆刷 XQ02,【OVW】大头山羊毛专业散粉化妆刷 XQ02,14.07,https://cf.shopee.vn/file/cn-11134207-7ras8-m3ad6r34brredd,http://shopee.vn/product/345401525/5168561250,美容工具,化妆配件,IVCN2026032516351,23128704082,https://detail.1688.com/offer/897134666845.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,5168561250,14.07,高价品,,化妆刷
脱毛蜡加热罐，标准900克，双电压，带黑色替换装,脱毛蜡加热罐，标准900克，双电压，带黑色替换装,33.7,https://cf.shopee.com.br/file/br-11134207-7r98o-luf7xb8n0oyt01,http://shopee.com.br/product/323739105/6169463538,美容工具,脱毛工具,IVCN2026032516353,23207045675,https://detail.1688.com/offer/783395903907.html?spm=a26352.b28411319.offerlist.13.23331e62ZAocf6,1688三档价,3月30日,6169463538,33.7,高价品,,其他
Shine 16 LED桌面化妆镜，带旋转和触摸屏,Shine 16 LED桌面化妆镜，带旋转和触摸屏,5.94,https://cf.shopee.com.br/file/eab7d631dae98ac4fd31b74eccc08ff7,http://shopee.com.br/product/316479006/5377741644,美容工具,化妆配件,IVCN2026032516355,24169092269,https://detail.1688.com/offer/634910111137.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,5377741644,5.94,高价品,,镜子
Real Techniques 日常必备化妆刷套装,Real Techniques 日常必备化妆刷套装,13.5,https://cf.shopee.com.my/file/my-11134207-820l6-mh1l5xe1tmh5b8,http://shopee.com.my/product/408255857/5982883294,美容工具,化妆配件,IVCN2026032516357,24892581248,https://detail.1688.com/offer/744341151571.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFQR2RGJCEOTSCKJDUKMSUINHEUWCHIZIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2EKFGVUUKHKU2FIUKOIJIUONKQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,5982883294,13.5,高价品,,化妆刷
CkeyiN 自动陶瓷卷发棒 HS485 可调节温度,CkeyiN 自动陶瓷卷发棒 HS485 可调节温度,34.55,https://cf.shopee.ph/file/cn-11134207-820l4-meuygklbad4yf1,http://shopee.ph/product/58510348/5686502070,美容工具,美发工具,IVCN2026032516359,25490460195,https://detail.1688.com/offer/894813373804.html?spm=a26352.b28411319.offerlist.10.e3c61e62jyxeo3&version=0,倒算价,3月30日,5686502070,34.55,高价品,,美发造型工具
LAKANAKU 睫毛嫁接 yy 分叉末端编织 巴西浓密睫毛 yy,0.07 D，8毫米,3.28,https://cf.shopee.com.br/file/cn-11134207-820l4-mk3mn9yy26md51,http://shopee.com.br/product/439014926/11102980833,美容工具,化妆配件,IVCN2026032516361,25816888272,https://detail.1688.com/offer/857995901748.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,11102980833,3.28,中价品,,假睫毛
LAKANAKU 睫毛嫁接 yy 分叉末端编织 巴西浓密睫毛 yy,0.07 D，9毫米,2.35,https://cf.shopee.com.br/file/cn-11134207-820l4-mk3mn9yy26md51,http://shopee.com.br/product/439014926/11102980833,美容工具,化妆配件,IVCN2026032516361,25816888273,https://detail.1688.com/offer/642883659950.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2107d5f017453164996977836e1332&token=zsoh%2FhZ36RZGZz3BZz2LVgdVW3kz1vBv3ZMd7NsYIVZl7VdrBqiafUKtyZ2Fn6K3,倒算价,3月30日,11102980833,2.35,中价品,,假睫毛
LAKANAKU 睫毛嫁接 yy 分叉末端编织 巴西浓密睫毛 yy,0.07 D，10毫米,3.28,https://cf.shopee.com.br/file/cn-11134207-820l4-mk3mn9yy26md51,http://shopee.com.br/product/439014926/11102980833,美容工具,化妆配件,IVCN2026032516361,25816888274,https://detail.1688.com/offer/851159163426.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,11102980833,3.28,中价品,,假睫毛
LAKANAKU 睫毛嫁接 yy 分叉末端编织 巴西浓密睫毛 yy,0.07 D，11毫米,3.28,https://cf.shopee.com.br/file/cn-11134207-820l4-mk3mn9yy26md51,http://shopee.com.br/product/439014926/11102980833,美容工具,化妆配件,IVCN2026032516361,25816888275,https://detail.1688.com/offer/851159163426.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,11102980833,3.28,中价品,,假睫毛
LAKANAKU 睫毛嫁接 yy 分叉末端编织 巴西浓密睫毛 yy,0.07 D，12毫米,3.28,https://cf.shopee.com.br/file/cn-11134207-820l4-mk3mn9yy26md51,http://shopee.com.br/product/439014926/11102980833,美容工具,化妆配件,IVCN2026032516361,25816888280,https://detail.1688.com/offer/851159163426.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,11102980833,3.28,中价品,,假睫毛
LAKANAKU 睫毛嫁接 yy 分叉末端编织 巴西浓密睫毛 yy,0.07 D，混合(8-12),3.28,https://cf.shopee.com.br/file/cn-11134207-820l4-mk3mn9yy26md51,http://shopee.com.br/product/439014926/11102980833,美容工具,化妆配件,IVCN2026032516361,25816888281,https://detail.1688.com/offer/857995901748.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,11102980833,3.28,中价品,,假睫毛
